Colaborador,Suggestion ID,Productora,Correction ID,Product ID,Ver PDP,Dominio,Sección,Acción,Atributo,Valor actual,Valor sugerido,URL imagen sugerida,Decision esperada,Decision respondida,Coincide decision,Código esperado,Código respondido,Coincide código,Comentario colaborador,Fecha de accionado,SCRIPT,COLAB,Comentario,TL auditor
FLAGUSTI,Netkel-AFZ,Netkel,448354413,MLA36752265,https://www.mercadolibre.com.ar/p/MLA36752265,INK_CARTRIDGES,main_features,ADD,,,Tipo de tinta: Negro pigmentado y color a base de tinte,,APROBACION,RECHAZO,NO,,E-REL,NO,,15/05/2026 10:31:51,OK,NOT OK,,ext_lopmatia
FLAGUSTI,Netkel-AFZ,Netkel,996199213,MLA36752265,https://www.mercadolibre.com.ar/p/MLA36752265,INK_CARTRIDGES,image,ADD,,,,https://drive.google.com/file/d/194R4ECFSHsWVhiKc7h5fh3y7_y26vCn3/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DP,E-DP,SÍ,,15/05/2026 10:31:51,,,,
AGFASSON,Netkel-AXH,Netkel,772361249,MLA49324855,https://www.mercadolibre.com.ar/p/MLA49324855,BATH_TOWELS,image,ADD,,,,https://http2.mlstatic.com/D_965834-MLA111342920751_052026-O.jpg,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:31:53,,,,
AGFASSON,Netkel-AXH,Netkel,772361250,MLA49324855,https://www.mercadolibre.com.ar/p/MLA49324855,BATH_TOWELS,image,ADD,,,,https://http2.mlstatic.com/D_756440-MLA110407258370_052026-O.jpg,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:31:54,,,,
AGFASSON,Netkel-AXH,Netkel,772361251,MLA49324855,https://www.mercadolibre.com.ar/p/MLA49324855,BATH_TOWELS,image,ADD,,,,https://http2.mlstatic.com/D_671990-MLA111344229445_052026-O.webp,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:31:54,,,,
AGFASSON,Netkel-AXH,Netkel,772361252,MLA49324855,https://www.mercadolibre.com.ar/p/MLA49324855,BATH_TOWELS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_663917-MLA99927354539_112025-F.jpg,https://http2.mlstatic.com/D_965834-MLA111342920751_052026-O.jpg | https://http2.mlstatic.com/D_NQ_NP_663917-MLA99927354539_112025-F.jpg,,RECHAZO,APROBACION,NO,E-FI,,NO,,15/05/2026 10:31:54,OK,NOT OK,,ext_cecignol
,,,,,,,,,,,,,,,,,,,,,,,,
AGFASSON,Netkel-AXH,Netkel,772361253,MLA49324855,https://www.mercadolibre.com.ar/p/MLA49324855,BATH_TOWELS,image,ADD,,,,https://drive.google.com/file/d/1ZeiNVCJpS23-CPje6H58xlKsWWizNrUY/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:31:55,,,,
AGFASSON,Netkel-AXH,Netkel,772361254,MLA49324855,https://www.mercadolibre.com.ar/p/MLA49324855,BATH_TOWELS,image,ADD,,,,https://drive.google.com/file/d/133Q2RSuDfJ3LInMIVdLV27uD8RGHismr/view?usp=drivesdk,RECHAZO,APROBACION,NO,E-DC,,NO,,15/05/2026 10:31:55,OK,NOT OK,,ext_cecignol
,,,,,,,,,,,,,,,,,,,,,,,,
AGFASSON,Netkel-AXH,Netkel,772361255,MLA49324855,https://www.mercadolibre.com.ar/p/MLA49324855,BATH_TOWELS,description,UPDATE,,"Descubre el toallón Arcoiris Nautical, una elección ideal para quienes buscan calidad y estilo. Con un peso de 500 gramos, este toallón es perfecto para envolverte en confort después de un baño o una jornada de playa. Sus medidas de 80 x 150 cm aseguran una cobertura adecuada y su suave composición de 96% algodón y 4% poliéster te brinda una textura agradable al tacto. Disponible en todos los colores, permite personalizar tu espacio según tu estilo. Además, este producto viene en un paquete con un único toallón, garantizando su calidad como ítem nuevo. No contiene impuestos internos y su IVA es del 21%, lo que lo hace ideal para quienes desean sumar elegancia y comodidad a su vida cotidiana. Con bordado y un diseño que combina funcionalidad y estética, el toallón Arcoiris Nautical es una excelente opción para cualquier hogar.","Descubre el toallón Arcoiris Nautical, una elección ideal para quienes buscan calidad y estilo. Con un peso de 500 gramos, este toallón es perfecto para envolverte en confort después de un baño o una jornada de playa. Sus medidas de 80 x 150 cm aseguran una cobertura adecuada y su suave composición de 96% algodón y 4% poliéster te brinda una textura agradable al tacto. Disponible en todos los colores, permite personalizar tu espacio según tu estilo. Además, este producto viene en un paquete con un único toallón, garantizando su calidad como ítem nuevo. No contiene impuestos internos y su IVA es del 21%, lo que lo hace ideal para quienes desean sumar elegancia y comodidad a su vida cotidiana. Con bordado y un diseño liso que combina funcionalidad y estética, el toallón Arcoiris Nautical es una excelente opción para cualquier hogar.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:31:55,,,,
AGFASSON,Netkel-AXH,Netkel,772361256,MLA49324855,https://www.mercadolibre.com.ar/p/MLA49324855,BATH_TOWELS,main_features,ADD,,,No es un pack surtido de tamaños,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:31:55,,,,
AGFASSON,Netkel-AXH,Netkel,772361257,MLA49324855,https://www.mercadolibre.com.ar/p/MLA49324855,BATH_TOWELS,image,ADD,,,,https://drive.google.com/file/d/1wdDbjrdUVcSfnGAexmTu3qP7A6cRUfN3/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DP,E-DP,SÍ,,15/05/2026 10:31:57,,,,
YAPORTAS,Netkel-AAS,Netkel,508427798,MLA35669746,https://www.mercadolibre.com.ar/p/MLA35669746,SURGICAL_AND_INDUSTRIAL_MASKS,description,UPDATE,,"Presentamos la 'Mascarilla Barbijo Descartable x 20 Unidades Mm', perfecta para protegerte de partículas molestas no tóxicas en diversas actividades cotidianas. Este barbijo es descartable y ofrece una solución sencilla y eficaz para mantenerte libre de polvo y partículas. Con un diseño de tipo elástico, asegura un ajuste cómodo y fiable en el rostro. A pesar de no ser un producto quirúrgico, su construcción resistente al polvo lo convierte en una opción adecuada para usos industriales. Con 20 unidades por envase, esta mascarilla es ideal para compartir en grupos o mantener un suministro constante. Ten en cuenta que, aunque ayuda a disminuir la exposición a partículas, no es apta para uso medicinal ni para proteger contra vapores tóxicos o peligrosos. Su modelo 108364 de la marca Rucar garantiza calidad y durabilidad para el uso diario.","Presentamos la Mascarilla Barbijo Descartable Rucar x 20 unidades, perfecta para protegerte de partículas molestas no tóxicas en diversas actividades cotidianas. Este barbijo es descartable y ofrece una solución sencilla y eficaz para mantenerte libre de polvo y partículas. Con un diseño de tipo elástico, asegura un ajuste cómodo y fiable en el rostro. A pesar de no ser un producto quirúrgico, su construcción resistente al polvo lo convierte en una opción adecuada para usos industriales. Con 20 unidades por envase, esta mascarilla es ideal para compartir en grupos o mantener un suministro constante. Además, podés aprovechar financiación disponible y comprar en 12 cuotas sin interés, con envío gratis a todo el país. Tené en cuenta que, aunque ayuda a disminuir la exposición a partículas, no es apta para uso medicinal ni para proteger contra vapores tóxicos o peligrosos. Su modelo 108364 de la marca Rucar garantiza calidad y durabilidad para el uso diario.",,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:32:14,,,,
YAPORTAS,Netkel-AAS,Netkel,508427799,MLA35669746,https://www.mercadolibre.com.ar/p/MLA35669746,SURGICAL_AND_INDUSTRIAL_MASKS,image,ADD,,,,https://drive.google.com/file/d/1omjbvj606lmPlsoY4FnYesdZJsL4c18O/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:32:14,,,,
YAPORTAS,Netkel-AAS,Netkel,508427800,MLA35669746,https://www.mercadolibre.com.ar/p/MLA35669746,SURGICAL_AND_INDUSTRIAL_MASKS,title,UPDATE,,Barbijo Descartable Rucar Industrial 20 Unidades Blanco Resistente al Polvo,"Barbijo Descartable Rucar Industrial 20 Unidades Blanco Resistente al Polvo - También en: 1 unidad, pack x10",,RECHAZO,RECHAZO,SÍ,E-MUL,E-MUL,SÍ,,15/05/2026 10:32:14,,,,
IGJEREZ,Netkel-AWU,Netkel,598916337,MLA26038495,https://www.mercadolibre.com.ar/p/MLA26038495,HEADBOARDS,image,ADD,,,,https://drive.google.com/file/d/1vJSuAP0NUYnY8B4Vl1THHXBAOF56c7ie/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,La MF se valida con el dato de la PDP.,15/05/2026 10:32:29,,,,
IGJEREZ,Netkel-AWU,Netkel,598916338,MLA26038495,https://www.mercadolibre.com.ar/p/MLA26038495,HEADBOARDS,title,UPDATE,,Respaldo De Cama / Sommier Springwall Juvenil 1 Plaza 118 Cm Color Nogal Gris cubanita,Bed Headboard / Sommier Springwall Youth Single 118 cm Walnut Gray cubanita Color,,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,La MF se valida con el dato de la PDP.,15/05/2026 10:32:30,,,,
IGJEREZ,Netkel-AWU,Netkel,598916339,MLA26038495,https://www.mercadolibre.com.ar/p/MLA26038495,HEADBOARDS,description,UPDATE,,"Respaldo De Cama / Sommier Springwall Juvenil 1 Plaza 118 Cm
Modelo: SPG-6429

* Mueble respaldo para amurar en la pared, incluye elementos de fijación.
* Melamina de alta resistencia de 15 mm
* Tarugos y tornillos 3 x 25
* Base plástica

** MEDIDAS DEL MUEBLE ARMADO:
Ancho: 118 cm
Alto: 102 cm
Profundidad: 3 cm

Colores disponibles:
 Olmo Finlandés Everest
 Olmo Finlandés Negro
 Nogal Gris cubanita
 Everest

** EMBALAJE:
Muebles desarmados en caja para protección y facilitar el transporte. Incluye manual de instrucciones.

Bultos: 1
Volumen: 0,026 m3
Peso: 14 kg
CAJA 1 - 92 x 44 x 7 cm / Peso 14 kg","Bed Headboard / Sommier Springwall Youth Single 118 cm
Model: SPG-6429

* Headboard furniture to be wall-mounted, includes fastening elements.
* 15 mm high-resistance melamine
* Wall plugs and screws 3 x 25
* Plastic base

** ASSEMBLED FURNITURE MEASUREMENTS:
Width: 118 cm
Height: 102 cm
Depth: 3 cm

Available colors:
 Finnish Elm Everest
 Finnish Elm Black
 Walnut Gray cubanita
 Everest

** PACKAGING:
Furniture shipped unassembled in a box for protection and easier transport. Includes instruction manual.

Packages: 1
Volume: 0.026 m3
Weight: 14 kg
BOX 1 - 92 x 44 x 7 cm / Weight 14 kg",,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,La MF se valida con el dato de la PDP.,15/05/2026 10:32:32,,,,
IGJEREZ,Netkel-AWU,Netkel,598916340,MLA26038495,https://www.mercadolibre.com.ar/p/MLA26038495,HEADBOARDS,main_features,ADD,,,Material del respaldo: madera.,,APROBACION,APROBACION,SÍ,,,SÍ,La MF se valida con el dato de la PDP.,15/05/2026 10:32:33,,,,
AGLUGONE,Netkel-AHZ,Netkel,635680789,MLA50497648,https://www.mercadolibre.com.ar/p/MLA50497648,BOOKS,image,ADD,,,,https://drive.google.com/file/d/128Mbt8E1zldHIQ8I3iCGp0EJ5jBgo0iY/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:32:52,,,,
AGLUGONE,Netkel-AHZ,Netkel,635680790,MLA50497648,https://www.mercadolibre.com.ar/p/MLA50497648,BOOKS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_774611-MLA84911806450_052025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IPDP,E-IPDP,SÍ,,15/05/2026 10:32:52,,,,
AGLUGONE,Netkel-AHZ,Netkel,635680791,MLA50497648,https://www.mercadolibre.com.ar/p/MLA50497648,BOOKS,title,UPDATE,,"Ao Ashi, De Yugo Kobayashi. Ao Ashi, Vol. 24. Editorial Norma, Tapa Blanda, Edición Estandar En Español, 2024","Ao Ashi, De Yugo Kobayashi. Ao Ashi, Vol. 24. Editorial Norma, Tapa Blanda, Edición Estandar En Español, 2024. Producto nuevo, sellado, sin uso.",,RECHAZO,RECHAZO,SÍ,E-DP,E-DP,SÍ,,15/05/2026 10:32:52,,,,
AGLUGONE,Netkel-AHZ,Netkel,635680792,MLA50497648,https://www.mercadolibre.com.ar/p/MLA50497648,BOOKS,description,ADD,,,"Ao Ashi Vol. 24, de Yugo Kobayashi, es una edición estándar en tapa blanda publicada por Editorial Norma en 2024. Presentado en formato de bolsillo, cuenta con 200 páginas y está orientado al género cómic, manga y novela gráfica, con subgénero de literatura juvenil. Incluye índice y está escrito en letras mayúsculas. Idioma: japonés.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:32:53,,,,
AGLUGONE,Netkel-AHZ,Netkel,635680793,MLA50497648,https://www.mercadolibre.com.ar/p/MLA50497648,BOOKS,main_features,ADD,,,Incluye índice: Sí,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:32:53,,,,
AGLUGONE,Netkel-AHZ,Netkel,735543238,MLA50497648,https://www.mercadolibre.com.ar/p/MLA50497648,BOOKS,attribute,UPDATE,BOOK_GENRE,"Cómic, manga y novela gráfica","Cómic, manga y novela",,RECHAZO,APROBACION,NO,E-REL,,NO,,15/05/2026 10:32:54,NOT OK,OK,,ext_mamincz
OLA,Netkel-ASS,Netkel,411230727,MLA57649800,https://www.mercadolibre.com.ar/p/MLA57649800,SUPPLEMENTS,image,ADD,,,,https://drive.google.com/file/d/1kW3dConQIlHHV-to7kRdb0X7fxnTRV9A/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:32:55,,,,
OLA,Netkel-ASS,Netkel,411230728,MLA57649800,https://www.mercadolibre.com.ar/p/MLA57649800,SUPPLEMENTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_913754-MLA92862529930_092025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IPDP,E-IMGI,NO,,15/05/2026 10:32:55,OK,NOT OK,,ext_joatenci
OLA,Netkel-ASS,Netkel,411230729,MLA57649800,https://www.mercadolibre.com.ar/p/MLA57649800,SUPPLEMENTS,image,ADD,,,,https://drive.google.com/file/d/1nPbj8ba8IqAflaOlwEkAg2B_xypMAsOP/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-IMCA,NO,,15/05/2026 10:32:56,OK,NOT OK,,ext_joatenci
OLA,Netkel-ASS,Netkel,411230730,MLA57649800,https://www.mercadolibre.com.ar/p/MLA57649800,SUPPLEMENTS,description,UPDATE,,"Proteína Myprotein Clear Whey Isolate

Probá Clear Whey Isolate, y no mirarás atrás. Si quieres una consistencia más ligera que el lactosuero tradicional y más intensa que los jugos, no busques más.

Ha sido ganadora del «mejor polvo de proteínas» de los European Specialist Sports Nutrition Awards de 2022.

Clear Whey Isolate te ofrece una explosión de sabores afrutados junto con 20 g de proteína por ración gracias a su aislado de proteína de lactosuero hidrolizado.

Principales Ventajas:
- Galardonada y deliciosa como ninguna.
- «Mejor polvo de proteínas» de los European Specialist Sports Nutrition Awards de 2022.
- El aislado de proteína de lactosuero hidrolizado aporta 20 g* de proteína por ración.
- Certificación Informed Choice.

¿Por qué elegirlo? 

Galardonada, deliciosa y ligera. Ah, y rebosa proteína: cada ración te aporta 20 g, junto con tan solo 0,1 g de grasas, 0,2 g de azúcares y menos de 90 calorías*, para que lo disfrutes en cualquier momento del día.

Este refrescante batido te aporta una forma más ligera de complementar tu ingesta de proteínas. La proteína es un macronutriente esencial para desarrollar y mantener los músculos, además de estar presente en nuestras células para mantener nuestra fuerza y resistencia.

La forma más ligera y práctica de saciar la sed y aumentar la ingesta de proteína. La elección está más clara que el agua. 

Certificación Informed Choice:
Informed Choice es un programa de control de calidad que establece altos estándares de calidad y seguridad en el mundo de la nutrición deportiva. Nos comprometemos a ofrecer proteína de la mayor calidad y pureza. Olvidate de sustancias impuras o prohibidas.

Este es el proceso de Informed Choice:
- Se realiza un control del proceso de producción para garantizar que pasa los más altos estándares.
- Se prueban varios lotes de Clear Whey Isolate a modo de precertificación.
- Se prueban lotes normales al azar para garantizar que tu producto no contiene impurezas ni sustancias prohibidas. 

Cuando veas los sellos de Informed Choice, sabrás que puedes confiar en ellos.","Proteína Myprotein Clear Whey Isolate

Probá Clear Whey Isolate, y no mirarás atrás. Si quieres una consistencia más ligera que el lactosuero tradicional y más intensa que los jugos, no busques más.

Ha sido ganadora del «mejor polvo de proteínas» de los European Specialist Sports Nutrition Awards de 2022.

Clear Whey Isolate te ofrece una explosión de sabores afrutados junto con 20 g de proteína por ración gracias a su aislado de proteína de lactosuero hidrolizado.

Principales Ventajas:
- Galardonada y deliciosa como ninguna.
- «Mejor polvo de proteínas» de los European Specialist Sports Nutrition Awards de 2022.
- El aislado de proteína de lactosuero hidrolizado aporta 20 g* de proteína por ración.
- Certificación Informed Choice.

¿Por qué elegirlo? 

Galardonada, deliciosa y ligera. Ah, y rebosa proteína: cada ración te aporta 20 g, junto con tan solo 0,1 g de grasas, 0,2 g de azúcares y menos de 90 calorías*, para que lo disfrutes en cualquier momento del día.

Este refrescante batido te aporta una forma más ligera de complementar tu ingesta de proteínas. La proteína es un macronutriente esencial para desarrollar y mantener los músculos, además de estar presente en nuestras células para mantener nuestra fuerza y resistencia.

La forma más ligera y práctica de saciar la sed y aumentar la ingesta de proteína. La elección está más clara que el agua. 

Certificación Informed Choice:
Informed Choice es un programa de control de calidad que establece altos estándares de calidad y seguridad en el mundo de la nutrición deportiva. Nos comprometemos a ofrecer proteína de la mayor calidad y pureza. Olvidate de sustancias impuras o prohibidas.

Este es el proceso de Informed Choice:
- Se realiza un control del proceso de producción para garantizar que pasa los más altos estándares.
- Se prueban varios lotes de Clear Whey Isolate a modo de precertificación.
- Se prueban lotes normales al azar para garantizar que tu producto no contiene impurezas ni sustancias prohibidas. 

Cuando veas los sellos de Informed Choice, sabrás que puedes confiar en ellos.

Presentación: pote de 488 g.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:32:56,,,,
OLA,Netkel-ASS,Netkel,411230731,MLA57649800,https://www.mercadolibre.com.ar/p/MLA57649800,SUPPLEMENTS,main_features,ADD,,,Contiene lactosa: Sí,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:32:56,,,,
OLA,Netkel-ASS,Netkel,556130978,MLA57649800,https://www.mercadolibre.com.ar/p/MLA57649800,SUPPLEMENTS,image,ADD,,,,https://drive.google.com/file/d/1FSDfqf7RIXvsbqCWFeSF8QFQbbJm7XdB/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:32:57,,,,
OLA,Netkel-ASS,Netkel,556130981,MLA57649800,https://www.mercadolibre.com.ar/p/MLA57649800,SUPPLEMENTS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_993056-MLA96873987429_102025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_913754-MLA92862529930_092025-F.jpg,https://http2.mlstatic.com/D_NQ_NP_913754-MLA92862529930_092025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_993056-MLA96873987429_102025-F.jpg,,RECHAZO,RECHAZO,SÍ,E-FI,E-FI,SÍ,,15/05/2026 10:32:58,,,,
ESGUADAL,Netkel-BIZ,Netkel,532903804,MLA29284270,https://www.mercadolibre.com.ar/p/MLA29284270,AUTOMOTIVE_TIRES,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_980726-MLA99410624106_112025-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-ICN,SÍ,,15/05/2026 10:33:06,,,,
ESGUADAL,Netkel-BIZ,Netkel,532903805,MLA29284270,https://www.mercadolibre.com.ar/p/MLA29284270,AUTOMOTIVE_TIRES,title,UPDATE,,Neumático Pirelli 225/45 R17 P7 Cinturato Índice de velocidad W,Pirelli Tire 225/45 R17 P7 Cinturato Speed Rating W,,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,,15/05/2026 10:33:06,,,,
ESGUADAL,Netkel-BIZ,Netkel,532903806,MLA29284270,https://www.mercadolibre.com.ar/p/MLA29284270,AUTOMOTIVE_TIRES,description,UPDATE,,"Neumático Pirelli Cinturato P7 225/45R17 94W XL Pirelli

Características: 
Código: 3266600
Ancho de sección: 225 Mm
Cantidad: 1
Cantidad de neumáticos: 1
Carga máxima: 670 Kg
Código universal de producto: 8019227326666
Diámetro de la llanta: 17 ""
Diámetro externo: 634.3 Mm
Diseño de la banda de rodadura: Asimétrico
Es run flat: No
Índice de carga: 94
Índice de desgaste: 260
Índice de temperatura: A
Índice de tracción: A
Línea: P7 CINTURATO
Marca: Pirelli
Modelo: Cinturato P7
MPN: D-119875
Origen: Italia
Rango de carga: SL
Relación de aspecto: 45
SKU: 3266600
Tamaño: 225/45 R17
Temporada: Verano
Tipo de construcción: Radial
Tipo de servicio: P
Tipo de terreno: HT
Tipo de unidad: Unidad
Tipo de vehículo: Auto
Tipos de vehículo: Auto
UTQG: 260AA
Velocidad máxima: 270 Km

Cinturato P7
El neumático de altas prestaciones para turismos de potencia media o alta. Una combinación perfecta de baja resistencia a la rodadura, confort plástico y acústico, buen kilometraje, y las típicas características Pirelli en frenado y dirección.
Vehículo: Auto.
Temporada: Verano.
Terreno: Urbano.

Características:
Diseño de la banda de rodadura optimizado con secuencia de bloques específica: reducción de la resistencia a la rodadura. Experiencia de conducción cómoda y relajada.

Bloques centrales compactos y área externa sólida: reducción de la deformación del neumático en curvas tomadas a alta velocidad. Mayor apoyo lateral y respuesta de la dirección.

Cuatro anchos canales longitudinales: excelente expulsión de agua. Seguridad y control excelentes en posibles situaciones de aquaplaning.

Material híbrido innovador y avanzado: distribución equilibrada de la presión. Desgaste uniforme.

Prestaciones:
Seco: 8/10
Mojado: 8/10
Deportivo: 6/10
Confort: 9/10
Kilometraje: 9/10

Estabilidad y control
Gracias a su buen agarre, este neumático tiene un desempeño óptimo asegurado, ya que se adapta a la usabilidad de tu vehículo.

Alta eficiencia
Esta cubierta está preparada para maximizar la eficiencia del combustible; su ligereza y la combinación de sus materiales te garantizarán un óptimo rendimiento en tus viajes.

La seguridad que buscabas
Apto para circular sobre asfalto sin presentar desgaste e ideal para alcanzar grandes velocidades. Posee una excelente capacidad para adherirse a terrenos secos y mojados. A su vez, ofrece una tracción silenciosa y contribuye al consumo razonable de combustible.

Ideal para tu vehículo
Excelente rendimiento en todas las condiciones de la carretera brindando estabilidad y agilidad en las curvas. Recomendado para coches grandes y deportivos y para transitar sobre calzada mojada, ya que reduce el riesgo de aquaplaning.","Pirelli Cinturato P7 Tire 225/45R17 94W XL Pirelli

Features:
Code: 3266600
Section width: 225 mm
Quantity: 1
Number of tires: 1
Maximum load: 670 kg
Universal product code: 8019227326666
Rim diameter: 17""
Overall diameter: 634.3 mm
Tread pattern design: Asymmetric
Run flat: No
Load index: 94
Treadwear index: 260
Temperature index: A
Traction index: A
Line: P7 CINTURATO
Brand: Pirelli
Model: Cinturato P7
MPN: D-119875
Origin: Italy
Load range: SL
Aspect ratio: 45
SKU: 3266600
Size: 225/45 R17
Season: Summer
Construction type: Radial
Service type: P
Terrain type: HT
Unit type: Unit
Vehicle type: Car
Vehicle types: Car
UTQG: 260AA
Maximum speed: 270 km

Cinturato P7
The high-performance tire for medium- or high-powered passenger cars. A perfect combination of low rolling resistance, ride and acoustic comfort, good mileage, and the typical Pirelli braking and steering characteristics.
Vehicle: Car.
Season: Summer.
Terrain: Urban.

Features:
Optimized tread pattern design with specific block sequence: reduced rolling resistance. Comfortable and relaxed driving experience.

Compact central blocks and solid outer area: reduced tire deformation in high-speed cornering. Greater lateral support and steering response.

Four wide longitudinal grooves: excellent water evacuation. Excellent safety and control in potential aquaplaning situations.

Innovative and advanced hybrid material: balanced pressure distribution. Even wear.

Performance:
Dry: 8/10
Wet: 8/10
Sporty: 6/10
Comfort: 9/10
Mileage: 9/10

Stability and control
Thanks to its good grip, this tire ensures optimal performance, as it adapts to your vehicle’s usability.

High efficiency
This tire is designed to maximize fuel efficiency; its light weight and the combination of its materials will guarantee optimal performance on your trips.

The safety you were looking for
Suitable for driving on asphalt without excessive wear and ideal for reaching high speeds. It has excellent adhesion on dry and wet surfaces. In turn, it offers quiet traction and contributes to reasonable fuel consumption.

Ideal for your vehicle
Excellent performance in all road conditions, providing stability and agility in corners. Recommended for large and sporty cars and for driving on wet pavement, as it reduces the risk of aquaplaning.",,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,,15/05/2026 10:33:07,,,,
ESGUADAL,Netkel-BIZ,Netkel,532903807,MLA29284270,https://www.mercadolibre.com.ar/p/MLA29284270,AUTOMOTIVE_TIRES,main_features,ADD,,,Direccional: No.,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:33:07,,,,
DAIPEREY,Netkel-BCC,Netkel,948923178,MLA40933494,https://www.mercadolibre.com.ar/p/MLA40933494,BOOKS,image,ADD,,,,https://drive.google.com/file/d/1JG9Kv_GvDFTpSzE2Eil8kX8PAGQuMxc_/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:33:12,,,,
DAIPEREY,Netkel-BCC,Netkel,948923179,MLA40933494,https://www.mercadolibre.com.ar/p/MLA40933494,BOOKS,attribute,UPDATE,BOOK_COVER,Dura,2019,,RECHAZO,RECHAZO,SÍ,E-COH,E-COH,SÍ,,15/05/2026 10:33:12,,,,
JOAVGUST,Netkel-BAI,Netkel,856065079,MLA22658653,https://www.mercadolibre.com.ar/p/MLA22658653,INK_CARTRIDGES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_822171-MLA98163829922_112025-F.jpg,RECHAZO,APROBACION,NO,E-IPDP,,NO,,15/05/2026 10:33:16,OK,NOT OK,,ext_joatenci
JOAVGUST,Netkel-BAI,Netkel,856065080,MLA22658653,https://www.mercadolibre.com.ar/p/MLA22658653,INK_CARTRIDGES,attribute,UPDATE,TOTAL_CONTENT_VOLUME,2 mL,Tricolor,,RECHAZO,RECHAZO,SÍ,E-COH,E-COH,SÍ,,15/05/2026 10:33:17,,,,
